city,label,text
BatonRouge,Waste_Sanitation,GARBAGE CARTS NOT SERVICED ON STREET FRI 12/15
BatonRouge,Waste_Sanitation,96 GAL CART HAS HOLE IN THE SIDE...ADVISED BY DRIVER TO HAVE CART REPLACEMENT
BatonRouge,Streets_Sidewalks,"CALLER REPORTING THAT THEIR SISTER WAS IN THEIR CAR AND HIT A POTHOLE THAT BUSTED PASSENGER SIDE TIRE (SAT 12/16)...TOW TRUCK HAD TO BE CALLED. POLICE REPORT # NOT AVAILABLE AT THIS TIME, BUT IS BEING REPORTED. GAVE ID#"
BatonRouge,Streets_Sidewalks,LARGE DEEP POTHOLE NEAR ADDRESS . VEHICLE TIRE BUSTED (1000445)
BatonRouge,Waste_Sanitation,CALLER REPORTING PILE OF TREE DEBRIS NOT SERVICED FOR TWO MONTHS (WED 12/13) FALLING THE ROAD . DEBRIS IS FRONT OF ELDERLY NEIGHBORHORS PROPERTY. GAVE ID#
BatonRouge,Street_Lighting,"STREET LIGHT HAS BEEN OUT FOR OVER A YEAR, IS ACROSS FROM 9454 SOUTHMOOR DRIVE, VERY UNSAFE TO DRIVE AT NIGHT ON THE STREET"
BatonRouge,Waste_Sanitation,96 GAL CART LID MISSING...ADVISED BY DRIVER CART IS TOO DAMAGED TO SERVICE
BatonRouge,Waste_Sanitation,96 GAL CART DROPPED IN TRUCK THUR 12/14
BatonRouge,Waste_Sanitation,CALLER REPORTING TRUCK IS CONSTANTLY THROWING CART IN DITCH... GAVE ID# PLATFORM BUILD TO HOLD CART FOR PICKUP AND BARACADE TO PREVENT FALLING INTO DITCH.  DRIVER DOESNT USE IT
BatonRouge,Waste_Sanitation,LID HINGE IS BROKEN ON GARBAGE CAN.
BatonRouge,Water_Sewer_Drainage,CATCH BASINS ON THE CORNERS OF  TULIP STREET AND CAMELLIA NOT DRAINING. AREA PRONE TO FLOODING. NEEDS TO BE CLEANED OUT
BatonRouge,Waste_Sanitation,LOTS OF LEAVES. AREA PRONE TO FLOODING AND LEAVES BLOCKING CATCH BASINS. RECOMMEND SWEEPING BETWEEN 9-4 ON WEEKDAYS WHEN MOST PEOPLE ARE WORKING AS THERE IS STREET PARKING.
BatonRouge,Waste_Sanitation,GARBAGE COLLECTION NEVER CAME ON FRIDAY� PLEASE PICKUP MY TRASH OR CREDIT MY BILL! SAME THING HAPPENED LAST MONTH.
BatonRouge,Waste_Sanitation,CALLER REQUESTING ADDITIONAL TO  BE DELIVERED TO HOME
BatonRouge,Waste_Sanitation,CALLER REQUESTING RECYCLE CART
BatonRouge,Waste_Sanitation,GARBAGE CART NOT SERVICED FOR OVER A MONTH FRI 12/16
BatonRouge,Waste_Sanitation,COUCH NOT SERVICED FOR P/U FRI 12/16
BatonRouge,Waste_Sanitation,CALLER REQUESTING RECYCLE CART
BatonRouge,Waste_Sanitation,NEW CONSTRUCTION HOME COMPLETED AND NEED TRASH AND RECYCLING CANS DELIVERED
BatonRouge,Traffic_Signals_Signs,"RECEIVED REPORT THAT SIGNAL WAS SHORT CYCLING, COMM OFFICER NOT GIVING SPECIFICS ON WHAT SIDE AND IF WAS RED OR GREEN CYCLE"
BatonRouge,Property_Housing_Code,"CALLER HAS REPORTED SEVERAL TIME ABOUT TRUCK DRIVING ACROSS PROPERTY, DAMAGING SEVERAL WATER METERS THAT HAVE HAD TO BE REPLACE AND FURTHER CAUSING WATER ISSUES INSIDE HOME, POSSIBLE WATER PIPE DAMAGES. GAVE ID#"
BatonRouge,Water_Sewer_Drainage,L/P ALARM WENT OFF
BatonRouge,Waste_Sanitation,LARGE SLEDGEHAMMER IN MIDDLE OF ROAD
BatonRouge,Waste_Sanitation,ENTIRE STREET RECYCLING CARTS HASN�T BEEN SERVICED TODAY (SAT 12/16)
BatonRouge,Waste_Sanitation,"BOXES, FURNITURE AND DEBRIS WASNT PICKED UP LAST THURSDAY (12/14)."
BatonRouge,Waste_Sanitation,TREE LIMBS WASNT PICKED UP LAST THRUDSAY (12/14).
BatonRouge,Waste_Sanitation,"PUT OUT THURSDAY AND HAS NOT BEEN EMPTIED, SATURDAY P.M."
BatonRouge,Waste_Sanitation,96-GAL CART FELL INTO TRUCK
BatonRouge,Waste_Sanitation,LIVE IN CONDO. DUMPSTER HAS NOT BEEN EMPTIED FOR 3 SCHEDULED PICKUPS.  HAVE CALLED MULTIPLE TIMES.
BatonRouge,Waste_Sanitation,THIS IS A REQUEST TO REMOVE THE TRIMMING OF TREES.
BatonRouge,Traffic_Signals_Signs,TRAFFIC LIGHT STUCK ON RED. ALL DIRECTIONS.
BatonRouge,Water_Sewer_Drainage,WATER WILL NOT DRAIN IN THE DRAIN AT THE END OF MY DRIVEWAY.  I KEEP THE DRAIN FREE OF LEAVES TO THE PROBLEM MUST BE IN THE PIPE.  SEE ATTACHED PICTURE.  THIS WAS TAKEN A COUPLE OF HOURS AFTER THE RAIN STOPPED.  BEFORE THAT IT WAS COVERING DALRYMPLE DRIVE.  CARS HAD TO SLOW DOWN TO DRIVE THRU IT.
BatonRouge,Waste_Sanitation,96-GAL CART FELL INTO TRUCK
BatonRouge,Traffic_Signals_Signs,TRAFFIC LIGHT IN FLASH
BatonRouge,Streets_Sidewalks,COLLEGE DRIVE NORTHBOUND HEADING TOWARDS INTERSTATE BETWEEN RAILROAD AND PERKINS IS A DISASTER AREA. IT NEEDS FULL REPAVING.
BatonRouge,Waste_Sanitation,"TREE DEBRIS STILL NOT PICKED UP. I SPENT 2 HRS AND CUT UP AND BUNDLED IT INTO SMALL PILES. WAS TOLD THE DAY FOR PICKUP WAS YESTERDAY, FRIDAY. PLEASE HAVE IT PICKED UP SO I CAN PUT MORE OUT. WE DID THE WORK OURSELVES AND HAVE NO WAY TO GET RID OF IT IF CITY DOESN�T PICK UP. THANK YOU"
BatonRouge,Waste_Sanitation,GARBAGE CART WASN�T SERVICED TODAY (SAT 12/16).
BatonRouge,Waste_Sanitation,ENTIRE STREET RECYCLING CARTS HASN�T BEEN SERVICED TODAY (SAT 12/16)
BatonRouge,Waste_Sanitation,ENTIRE STREET RECYCLING CARTS HASN�T BEEN SERVICED TODAY (SAT 12/16)
BatonRouge,Water_Sewer_Drainage,L/P ALARM WENT OFF
BatonRouge,Street_Lighting,STREET LIGHT OUT IN FRONT OF ABOVE ADDRESS.
BatonRouge,Waste_Sanitation,TRASH CAN LEFT IN THE STREET CARS RUNNING OVER THEM THIS NOT THE FIRST TIME
BatonRouge,Waste_Sanitation,TRASH CAN LEFT IN THE STREET THIS NOT THE FIRST TIME
BatonRouge,Waste_Sanitation,TRASH CAN LEFT IN THE STREET THIS NOT THE FIRST TIME
BatonRouge,Traffic_Signals_Signs,"TRAFFIC LIGHT OUT. PER OFFICER, ENTERGY IS AWARE OF OUTAGE."
BatonRouge,Traffic_Signals_Signs,"TRAFFIC LIGHT OUT. PER OFFICER, ENTERGY IS AWARE OF OUTAGE."
BatonRouge,Traffic_Signals_Signs,"TRAFFIC LIGHT OUT. PER OFFICER, ENTERGY IS AWARE OF OUTAGE."
BatonRouge,Traffic_Signals_Signs,"TRAFFIC LIGHT OUT. PER OFFICER, ENTERGY IS AWARE OF OUTAGE."
BatonRouge,Traffic_Signals_Signs,PORTABLE STOP SIGN NEEDED AT ABOVE LOCATION. TRAFFIC LIGHT OUT DUE TO POWER OUTAGE. ENTERGY NOTIFIED BY BRPD.
BatonRouge,Waste_Sanitation,GARBAGE CAN MISSING
BatonRouge,Traffic_Signals_Signs,PORTABLE STOP SIGN NEEDED. TRAFFIC LIGHT OUT DUE TO POWER OUTAGE. ENTERGY NOTIFIED BY BRPD.
BatonRouge,Street_Lighting,STREET LIGHT IS OUT AT 344 ALBERT HART DR.
BatonRouge,Property_Housing_Code,NOISE ORDINANCE VIOLATION(S). TONIGHT I AM HEARING MUSIC INSIDE MY HOUSE FROM� FIREHAUS BAR (1700 GOVERNMENT STREET). MY HOME IS LOCATED AT LEAST 300 TO 400 FEET FROM FIREHAUS BAR. THERE IS NO WAY I COULD HEAR THEIR MUSIC INSIDE MY HOUSE IF THEY WERE IN COMPLIANCE WITH THE REQUIREMENT THAT THE VOLUME BE NO MORE THAN 85 DB 25 FEET FROM THEIR PREMISES ACCORDING TO CALCULATIONS OF THE DISTANCE TRAVELLED BY SOUND.
BatonRouge,Waste_Sanitation,BROKEN HANDLE ON TRASH CAN AND LID DOESN�T CLOSE.
BatonRouge,Trees_Vegetation,WE REQUQUESTED PICKUP OF A TREE THAT WAS BDOWN AND PUT ON THE ROAD IN AUGUST. THE WORK ORDER FALSELY SAYS IT WAS PICKED UP. THIS WAS BEFORE THE PICKUP BAN SEPT 1 AND IT IS STILL SITTING ON THE ROAD. IT�S DANGEROUS AND NEEDS TO BE PICKED UP IMMEDIATELY BEFORE SOMEONE GETS HURT.
BatonRouge,Water_Sewer_Drainage,GOOD MORNING AND HAPPY HOLIDAYS. I LIVE ACROSS WARDS CREEK FROM THE PUMP STATION ON CLAY CUT . IT IS MAKING A HORRIBLE SQUEALING SOUND. I�M NOT THE PERSON TO COMPLAIN MUCH BUT IT�S ALMOST UNBEARABLE. THANKS MUCH .
BatonRouge,Waste_Sanitation,"CALLER RECYCLING CART THE LID HAS BROKEN OFF..., GAVE ID#"
BatonRouge,Waste_Sanitation,"4003 LAUREL STREET, BR, LA.  ACROSS THE STREET FROM 4003 LAUREL THERE ARE SEVERAL LARGE PILES OF CUT TREES, BRANCHES, ETC. 1 PILE IS AT CORNER OF LAUREL AND LIVE OAK.  NEXT PILE IS IN FRONT OF 4007 LAUREL, AND LAST PILE IN FRONT OF 4021 LAUREL. THESE PILES ARE NOT ON THE HOUSES PROPERTY BUT ON THE BACK OF THE PROPERTY LOCATED ON FLORIDA STREET. THE PROPERTY OWNER HAD THE TREES , ETC. CUT."
BatonRouge,Waste_Sanitation,MISSED HANDPILE ON SATURDAY
BatonRouge,Waste_Sanitation,"ONE SIDE OF THE STREET IS STILL DOWN FROM (SAT. 12/26/23) NO GARBAGE PICKUP..., GAVE ID#"
BatonRouge,Waste_Sanitation,"NO GARBAGE PICKUP ON LAST (FRI. 12/15/23) THE ENTIRE STREET WAS MISSED ..., GAVE ID#"
BatonRouge,Waste_Sanitation,"CALLER TRASH WAS MISSED ON LAST (TUES. 12/12/23) THERE IS SOME LIMBS OUT...,GAVE ID#"
BatonRouge,Waste_Sanitation,"NO RECYCLING PICKUP ON (SAT. 12/16/23) THE ENTIRE ROAD WAS MISSED ..., GAVE ID#"
BatonRouge,Traffic_Signals_Signs,CALLER STATED THAT THE TRAFFIC LIGHT IS OUT AT THE ABOVE LOCATION
BatonRouge,Waste_Sanitation,I LIVED AT 558 SOUTH FLANNERY ROAD APT A. THE TENANTS AT 560 SOUTH FLANNERY LEAVE THEIR WATER BOTTLES AND WINE BOTTLES ON MY GRASS. THEY HAVE EMPTY CONTAINER WINE  BOXES ON THE GRASS MAKING THE SHERWOOD FOREST TOWNHOME LOOK TERRIBLE.
BatonRouge,Street_Lighting,WE HAVE MULTIPLE STREETLIGHTS ON INNISWOLD OAKS AND INNISWOLD ESTATES THAT HAVE BEEN BURNED OUT FOR YEARS NOW. HOW DO WE GET THIS REPLACED?
BatonRouge,Water_Sewer_Drainage,A STREAM OF WATER IS COMING FROM BEHIND THE BUILDING FOR SOME TIME.
BatonRouge,Waste_Sanitation,THE GARBAGE TRUCK HAS BROKEN MY GARBAGE CAN AGAIN. CAN YOU PLEASE SEND A NEW CAN?
BatonRouge,Waste_Sanitation,ONE SIDE OF THE LID IS BROKEN AND THE OTHER ONE IS ALMOST BROKEN. I NEED THE TRASH CAN REPLACED
BatonRouge,Animals_Pests,DEAD CAT IN MIDDLE OF INTERSECTION.
BatonRouge,Waste_Sanitation,10 BAGS OF DEBRIS HASNT BEEN PICKED UP THE LAST THREE WEDNESDAYS.
BatonRouge,Waste_Sanitation,SOMEONE HAS BEEN DROPPING DOG POOP BAGS INTO THE CURB WATER DRAIN ON THE NE CORNER OF TYRONE AND DAGGETT. I HAVE VIDEO EVIDENCE SHOWING THE PERSON THROWING A BAG INTO THE DRAIN.
BatonRouge,Streets_Sidewalks,LARGE SINKING SPOT IN ASPHALT ROAD.  DANGEROUS AND NEEDS REPAIR.
BatonRouge,Streets_Sidewalks,LARGE SINKING AREA OF ASPHALT ROADWAY.  DANGEROUS AND NEEDS REPAIR.
BatonRouge,Streets_Sidewalks,"NUMEROUS DEEP, BIG POTHOLES NEAR 550 LEE DRIVE IN NORTHBOUND LANE"
BatonRouge,Waste_Sanitation,JTD-10721 HILLMONT AVE-BRANCHES
BatonRouge,Waste_Sanitation,JTD-BRANCHES AT10354 SPRINGDALE ON THE DRIVEWAY WHICH IS ON SPRINGLAKE
BatonRouge,Waste_Sanitation,JTD-200-268 JEAN LAFITTE ON THE SIDE OF THE STREET
BatonRouge,Waste_Sanitation,JTD-435 JEAN LAFITTE
BatonRouge,Waste_Sanitation,JTD-APPLIANCE AT 435 CORSAIR
BatonRouge,Waste_Sanitation,JTD-TREE DEBRIS AT 332 FULWAR SKIPWITH
BatonRouge,Waste_Sanitation,JTD-TREE DEBRIS AT 732 FULWAR SKIPWITH
BatonRouge,Street_Lighting,REPORTED PREVIOUSLY. LIGHT IS STILL OUT.
BatonRouge,Waste_Sanitation,WOODY WASTE BUNDLED AS REQUIRED BUT NOT PICKED UP! SEE PICTURES.
BatonRouge,Waste_Sanitation,"NO GARBAGE PICKUP ON LAST (SAT. 12/16/23) THE ENTIRE STREET WAS MISSED ..., GAVE ID#  OLD SERVICE ID#1000473"
BatonRouge,Waste_Sanitation,"NO GARBAGE PICKUP ON LAST (SAT. 12/16/23) THE EBTIRE STREET WAS MISSED ..., GAVE ID#"
BatonRouge,Waste_Sanitation,TIRE DUMPING ON BARNETT RD BETWEET BATON ROUGH BAYOU AND MOUNT PLEASANT -ZACHARY  NEED TO PICKED UP
BatonRouge,Waste_Sanitation,REQUEST REMOVAL OF JUNK AND DEBRIS ON BARNETT RD BETWEEN BATON ROUGE BAYOU AND MOUNT PLEASANT ZACHARY RD
BatonRouge,Waste_Sanitation,96 GALLON GARBAGE CART DROPPED IN REPUBLIC TRUCK
BatonRouge,Waste_Sanitation,ENTIRE STREET MISSED PICK UP ON SATURDAY.
BatonRouge,Water_Sewer_Drainage,"CALLER STATED THAT THERE IS A EROSION PROBLEM BEHIND THE ABOVE ADDRESS BY THE DRAINAGE DITCH..., GAVE ID#  AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP."
BatonRouge,Waste_Sanitation,NEW RESIDENT 96 GALLON GARBAGE CART
BatonRouge,Waste_Sanitation,"CALLER GARBAGE WAS MISSED ON LAST (SAT. 12/16/23) NO OOPS CARD LEFT..., GAVE ID#"
BatonRouge,Water_Sewer_Drainage,"NO, THIS IS NOT A DUPLICATE REQUEST. SINCE THE DITCH WAS LAST  INSPECTED,  IT HAS RAINED SEVERAL TIMES, AND THERE IS NOW DEBRIS BLOCKING THE NE SIDE OF THE DITCH PIPE. AS TIME GOES ON, THINGS CHANGE. JUST BECAUSE THE DITCH LOOKED OK THREE MONTHS AGO DOES NOT MEAN ITS STILL OK.  PLEASE DO NOT CLOSE THIS REQUEST UNTIL THE SITUATION HAS BEEN EVALUATED AGAIN."
BatonRouge,Waste_Sanitation,"CALLER RECYCLING WAS MISSED ON LAST (WED. 12/13/23) ..., GAVE ID#"
BatonRouge,Waste_Sanitation,96-GAL CART LID MISSING.
BatonRouge,Waste_Sanitation,"SUBMITTED THIS A MONTH AGO, AND NOW THE YARD WASTE IS SPILLING INTO THE STREET BECAUSE IT HAS NOT BEEN PICKED UP. ITS IN TWO SPOTS, ONE ON THE CORNER OF ST. JOSEPH AND BEAUREGARD, AND ONE NEXT TO THE WHITE HOUSE AND NEW FENCE ON BEAUREGARD. PLEASE PICK UP ASAP BEFORE IT CAUSES A CAR ACCIDENT."
BatonRouge,Water_Sewer_Drainage,"CALLER STATED THAT THERE IS A EROSION PROBLEM RUNNING UNDER HER DRIVEWAY AND NOW HER DRIVEWEAY IS SINKING IN..., GAVE ID#"
BatonRouge,Waste_Sanitation,CALLER STATED MISSED PICK UP ON WEDNESDAY AND SATURDAY.  CALLED LAST WEEK REF:998890.
BatonRouge,Street_Lighting,MY NEIGHBORHOOD STREET LIGHT IS OUT.
BatonRouge,Streets_Sidewalks,"CALLER IS REQUESTING A STREET REPAIR THE SHOULDER OF THE ROAD IS DAMAGED IN FRONT OF HER HOME BY THE MAILBOX..., GAVE ID#"
BatonRouge,Waste_Sanitation,ENIRE STREET MISSED ON WEDNESDAY AND SATURDAY.
BatonRouge,Waste_Sanitation,"CALLER GARBAGE CART IS CRACKED ..., GAVE ID#"
BatonRouge,Waste_Sanitation,96 GALLON CART FELL INTO TRUCK
BatonRouge,Waste_Sanitation,"CALLER GARBAGE CART DROPPED INTO THE TRUCK..., GAVE ID#"
BatonRouge,Waste_Sanitation,MISSED PICK UP OF ADDITIONAL CART ON SATRUDAY. OTHER CART WAS HALF FULL AND TRASH ALL OVER THE GROUND.
BatonRouge,Street_Lighting,CALLER STATED THE ENTIRE STREET LIGHTS ARE OUT.
BatonRouge,Water_Sewer_Drainage,SEWER IS BACKING UP INTO THE HOME
BatonRouge,Street_Lighting,STREET LIGHT OUT IN FRONT OF THE HOME
BatonRouge,Waste_Sanitation,MR GUTHRIE CALLED REQUESTED AN ADDITIONAL 96 GAL CART ADVISED OF THE FEE
BatonRouge,Waste_Sanitation,NEW RECYCLE CART
BatonRouge,Waste_Sanitation,CABINETS WAS MISSED LAST WEDNESDAY
BatonRouge,Street_Lighting,STREET LIGHT   IN FRONT OF HOMEIS OUT NEED TO BE REPLACED
BatonRouge,Waste_Sanitation,H/O STATED THE ENTIRE NEIGHBORHOOD TREE DEBRIS HAS BEEN MISSED FOR TWO WEEKS ON FRIDAY
BatonRouge,Waste_Sanitation,CALLER IS REQUESTING THAT THE JUNK AND TRASH BE REMOVED OFF OF THE CITY R O W AT THE ABOVE LOCATION
BatonRouge,Waste_Sanitation,96 GALLON CART FELL INTO TRUCK
BatonRouge,Waste_Sanitation,A COUPLE OF COUCHES AND MATTRESS/ BOX SPRING
BatonRouge,Waste_Sanitation,MISSED TRASH PICK UP ON WEDNESDAY 12-13-23 BOARDS AND FURNITURE
BatonRouge,Water_Sewer_Drainage,"CALLER STATED THAT THE DITCH RUNNING BEHIMD THE ABOVE ADDRESS IS CLOGGED AND NEEDS TO BE CLEANED OUT SO THE WATER CAN FLOW..., GAVE ID#"
BatonRouge,Waste_Sanitation,ITEMS NOT PICKED UP ON FRIDAY.
BatonRouge,Waste_Sanitation,MISSED PICK UP ON FRIDAY..
BatonRouge,Waste_Sanitation,CALLER REQUESTING ADDITIONAL 96-GAL CART.
BatonRouge,Waste_Sanitation,MISSED GARBAGE CARTS ON STAURDAY 12-16-23 ON ONE SIDE OF  THE ENTIRE STREET
BatonRouge,Waste_Sanitation,96 GALLON CART FELL INTO TRUCK
BatonRouge,Waste_Sanitation,"CALLER GARBAGE CART DROPPED INTO THE TRUCK..., GAVE ID#"
BatonRouge,Waste_Sanitation,CALLER REQUESTING NEW RESIDENT 96-GAL CART.
BatonRouge,Waste_Sanitation,"CART WAS MISSED MONDAY AND CART WAS OUT SINCE SUNDAY NIGHT,"
BatonRouge,Streets_Sidewalks,"CALLER IS REQUESTING THAT THE POTHOLES BE FILLED ON WOODLAND RIDGE BLVD. BETWEEN DEER PATH AND S HARRELLS FERRY RD..., REFUSE ID#"
BatonRouge,Waste_Sanitation,CALLER STATED THE TRUCK HAS BEEN MISSING HER CART BUT SHE HAD TO MOVE IT ACROSS THE STREET FOR THEM TO EMPTY IT.
BatonRouge,Streets_Sidewalks,SEVERAL POTHOLES ON LEE DR BETWEEN HIGHLAND RD AND PERKINS RD NEEDS TO BE REPAIR
BatonRouge,Waste_Sanitation,"CALLER GARBAGE WAS MISSED ON LAST (SAT. 12/16/23) NO OOPS CARD LEFT..., GAVE ID#"
BatonRouge,Waste_Sanitation,REPLACE LID ON 96 GALLON GARBAGE CART
BatonRouge,Property_Housing_Code,"COMPLAINTS RECEIVED CONCERNING A SIGN ON A HOUSE AT THE CORNER OF PERKINS RD. AND STANFORD AVE. (3538 PERKINS RD.) PLEASE CHECK FOR ANY ZONING VIOLATIONS, OCCUPATIONAL LICENSE, AND SIGN PERMIT."
BatonRouge,Water_Sewer_Drainage,GROUND IS WASHING OUT UNDERNEATH CONCRETE.
BatonRouge,Water_Sewer_Drainage,"CALLER STATED THAT THERE IS A SINK HOLE NEAR THE CANAL RUNNING ALONG THE SIDE OF HER HOME..., GAVE ID#  AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP."
BatonRouge,Streets_Sidewalks,"REQUESTING A BARRICADE TO BE PLACED OVER A SINK HOLE SITTING NEAR THE CANAL RUNNING ALONG THE SIDE OF HER HOME..., GAVE ID#"
BatonRouge,Water_Sewer_Drainage,H/O REQUESTING THE ENTIRE SIDE OF THE STREET NEEDS TO CLEAN AND DUG
BatonRouge,Water_Sewer_Drainage,"CALLER STATED THAT THE CULVERT RUNNING ALONG IN FRONT OF THE ABOVE ADDRESS IS CLOGGED AND WHEN IT RAIN THE WATER FLOODS THE PARKIMNG LOT..., GAVE ID#  PLEASE CALLER BEFORE COMING OUT"
BatonRouge,Waste_Sanitation,96 GALLON CART WAS HIT BY A VEHICLE
BatonRouge,Streets_Sidewalks,THE INTERSECTION OF LACRETE AND PERKINS ROAD NEEDS IMMEDIATE REPAIR DUE TO VERY LARGE HOLES AND RUTS THAT ARE DAMAGING VEHICLES. DRIVERS ARE DRIVING AROUND AFFECTED AREA INTO ONCOMING TRAFFIC INCREASING THE RISK OF A SERIOUS ACCIDENT.  PLEASE FIX AS SOON AS POSSIBLE.
BatonRouge,Water_Sewer_Drainage,ROADSIDE DITCH NEEDS TO BE DUG OUT A BIT AS THE CENTER IS HIGHER THAN THE TWO SIDES TRAPPING WATER.
BatonRouge,Waste_Sanitation,THE LID ON OUR RECEPTACLE IS CRACKED
BatonRouge,Waste_Sanitation,"CALLER IS REQUESTING A RECYCLING CART..., GAVE ID#"
BatonRouge,Waste_Sanitation,"CALLER IS REQUESTING A PICKUP ON A 64 GAL CART HE ONLY NEEDS ONE GARBAGE CART..., GAVE ID#"
BatonRouge,Street_Lighting,STREET LIGHT IS OUT
BatonRouge,Waste_Sanitation,ONE SIDE OF THE STREET MISSED FOR PICK UP ON SATURDAY.
BatonRouge,Waste_Sanitation,96 GALLON CART HAS SPLIT IN HALF
BatonRouge,Waste_Sanitation,"CALLER GARBAGE CART DROPPED INTO THE TRUCK..., GAVE ID#"
BatonRouge,Waste_Sanitation,NEED DEBRIS REMOVED
BatonRouge,Waste_Sanitation,MISSED PICK UP OF TREE LIMBS FOR THREE WEEKS ON FRIDAY.
BatonRouge,Waste_Sanitation,"NO GARBAGE PICKUP ON LAST (FRI. 12/15/23) THE ENTIRE STREET WAS MISSED ..., GAVE ID#"
BatonRouge,Waste_Sanitation,MISSED GARBAGE CART  ON STAURDAY 12-16-23  H/O HAD TWO CARTS OUT ONLY ONE WAS SERVICED
BatonRouge,Waste_Sanitation,CALLER REQUESTING NEW RESIDENT 96-GAL CART.
BatonRouge,Waste_Sanitation,REPLACE  MISSING RECYCLE CART
BatonRouge,Waste_Sanitation,RECYCLE CART WAS MISSED SATURDAY
BatonRouge,Property_Housing_Code,"CALLER STATED THAT AT THE ABOVE ADDRESS THERE IS A BIG HEATER SITTING ON THE SIDEWALK IN FRONT OF THE HOME..., GAVE ID#"
BatonRouge,Waste_Sanitation,MISSED GARBAGE PICK UP ON SATURDAY  ONLY ONE SIDE OF STREET WAS SERVICED
BatonRouge,Waste_Sanitation,MISSED GARBAGE PICK UP ON SATURDAY  ONLY ONE SIDE OF STREET WAS SERVICED
BatonRouge,Waste_Sanitation,MISSED GARBAGE PICK UP ON SATURDAY  ONLY ONE SIDE OF STREET WAS SERVICED
BatonRouge,Waste_Sanitation,"CALLER GARBAGE CART IS DENTED IN AND THE LID WILL NOT CLOSE..., GAVE ID#"
BatonRouge,Waste_Sanitation,MISSED PICK UP ON MONDAY.
BatonRouge,Waste_Sanitation,WE HAVE 5 BAGS OF LEAVES TO BE PICKED UP
BatonRouge,Waste_Sanitation,REPLACE LID ON 96 GALLON GARBAGE CART
BatonRouge,Waste_Sanitation,"CALLER GARBAGE CART THE LID HAS BROKEN OFF..., GAVE ID#"
BatonRouge,Waste_Sanitation,"CALLER GARBAGE CART DROPPED INTO THE TRUCK..., GAVE ID#"
BatonRouge,Water_Sewer_Drainage,"CAVE-IN IN FRONT OF HIS HOME.  THE BRICK CAVED IN , AND SOMEONE WAS ALMOST INJURED BECAUSE THEY STEPPED IN IT.  PLEASE CONTACT HIM BEFORE COMING SO THAT HE CAN SHOW YOU WHERE THE PROBLEM.    AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP."
